1, 0.001000, 1669113408
2, 0.002000, 1669113408
3, 0.003000, 1669113408
4, 0.003000, 1669113408
1, 0.001000, 1699704090
2, 0.002000, 1699704090
3, 0.003000, 1699704090
4, 0.003000, 1699704090
1, 0.001000, 1699704136
2, 0.002000, 1699704136
3, 0.003000, 1699704136
4, 0.003000, 1699704136
1, 0.001000, 1699705796
2, 0.002000, 1699705796
3, 0.003000, 1699705796
4, 0.003000, 1699705796
1, 0.001000, 1700061373
2, 0.002000, 1700061373
3, 0.003000, 1700061373
4, 0.003000, 1700061373
1, 0.001000, 1700062230
2, 0.002000, 1700062230
3, 0.003000, 1700062230
4, 0.003000, 1700062230
1, 0.001000, 1700062258
2, 0.002000, 1700062258
3, 0.003000, 1700062258
4, 0.003000, 1700062258
1, 0.001000, 1700062446
2, 0.002000, 1700062446
3, 0.003000, 1700062446
4, 0.003000, 1700062446
1, 0.001000, 1700062806
2, 0.002000, 1700062806
3, 0.003000, 1700062806
4, 0.003000, 1700062806
1, 0.001000, 1700062844
2, 0.002000, 1700062844
3, 0.003000, 1700062844
4, 0.003000, 1700062844
1, 0.001000, 1700388355
2, 0.002000, 1700388355
3, 0.003000, 1700388355
4, 0.003000, 1700388355
1, 0.001000, 1700389518
2, 0.002000, 1700389518
3, 0.003000, 1700389518
4, 0.003000, 1700389518
1, 0.001000, 1700389612
2, 0.002000, 1700389612
3, 0.003000, 1700389612
4, 0.003000, 1700389612
1, 0.001000, 1700389866
2, 0.002000, 1700389866
3, 0.003000, 1700389866
4, 0.003000, 1700389866
1, 0.001000, 1700390033
2, 0.002000, 1700390033
3, 0.003000, 1700390033
4, 0.003000, 1700390033
1, 0.001000, 1700390161
2, 0.002000, 1700390161
3, 0.003000, 1700390161
4, 0.003000, 1700390161
1, 0.001000, 1700390210
2, 0.002000, 1700390210
3, 0.003000, 1700390210
4, 0.003000, 1700390210
1, 0.001000, 1700390525
2, 0.002000, 1700390525
3, 0.003000, 1700390525
4, 0.003000, 1700390525
